State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Calls,Eve Calls,Night Calls,Intl Calls,CustServ Calls
OK,44,408,358-7165,no,no,0,86,87,106,2,0
KY,96,415,353-3223,no,yes,40,90,154,118,4,0
NE,31,415,338-9044,no,no,0,129,78,100,5,1
AL,72,415,341-7296,no,no,0,102,103,85,5,0
HI,24,415,398-4431,no,no,0,104,101,116,5,1
SC,112,415,408-5601,no,yes,31,89,117,87,1,4
GA,117,415,328-5188,yes,no,0,118,84,86,3,1
KS,137,415,329-4474,no,yes,19,96,146,109,2,0
PA,136,408,357-4573,no,no,0,75,97,92,5,0
UT,95,415,341-7112,no,no,0,103,90,117,2,0
OR,82,415,400-3147,no,yes,19,73,65,114,4,1
ND,145,415,378-1936,no,no,0,116,91,115,13,1
KY,56,415,347-1640,yes,no,0,114,110,67,5,1
MN,155,408,374-9531,yes,no,0,146,105,104,5,2
OH,133,408,380-4374,no,no,0,100,105,119,4,0
TX,53,415,380-9409,no,no,0,113,84,108,7,2
WY,123,415,387-1116,no,no,0,87,101,121,3,5
GA,136,415,400-7509,no,no,0,83,119,90,4,7
TX,57,415,403-6225,no,no,0,113,134,81,4,3
WV,62,408,382-8274,no,no,0,111,104,97,5,1
NM,112,415,354-5764,no,no,0,94,112,75,18,1
MI,55,415,387-6912,no,yes,20,91,113,110,1,1
NC,95,408,384-3413,no,no,0,115,88,96,2,6
NY,125,415,367-3950,no,no,0,65,93,109,4,1
TX,1,415,396-4254,no,no,0,106,106,75,3,5
KY,98,415,333-3010,no,yes,36,81,125,120,2,6
SD,105,415,393-1891,no,no,0,88,103,112,5,1
ID,113,415,336-9053,no,yes,30,102,123,52,7,0
OR,99,408,353-3372,no,no,0,44,105,75,1,3
WI,103,415,386-8943,no,no,0,134,85,134,3,1
WV,177,408,376-9716,no,no,0,81,97,106,5,1
SC,149,415,370-8676,no,yes,20,132,94,110,6,0
CT,160,415,360-2329,no,no,0,136,134,101,2,1
NV,116,408,360-1320,no,no,0,54,82,116,2,2
ND,90,415,329-8638,no,yes,22,94,90,108,12,1
MI,148,415,385-1118,yes,no,0,81,71,97,2,0
MT,147,415,408-8269,no,yes,35,134,99,90,4,2
NE,95,510,391-2334,no,no,0,96,126,97,5,0
UT,201,510,373-8900,no,no,0,72,90,99,6,1
WV,80,415,382-3512,no,no,0,89,78,131,4,0
AR,122,415,420-4089,yes,no,0,117,93,97,5,1
MT,132,408,406-8465,no,no,0,100,95,117,2,0
UT,83,510,386-6114,no,no,0,71,92,108,5,1
HI,99,408,413-9328,no,no,0,107,103,95,3,7
KS,84,415,335-7144,no,no,0,86,105,108,3,3
NY,46,415,414-5177,no,no,0,67,62,98,6,1
OH,87,510,350-5993,no,no,0,106,117,152,5,2
HI,150,415,370-1465,no,no,0,117,89,99,4,1
KS,73,408,385-2370,no,no,0,112,85,61,6,1
IN,7,415,358-9146,no,no,0,87,83,77,5,3
OR,89,415,357-8515,no,yes,12,105,107,132,3,2
NY,131,408,406-8995,yes,no,0,83,94,95,3,3
VA,105,415,344-3145,no,no,0,96,97,36,5,3
MI,108,408,341-9890,yes,no,0,114,70,85,3,2
ID,47,415,365-4387,no,yes,28,109,94,109,6,1
MO,101,415,375-3341,yes,no,0,116,114,109,5,1
AL,182,415,418-3096,no,yes,24,104,127,98,3,1
OR,161,408,378-3879,no,no,0,73,79,79,3,1
VT,128,408,344-1362,no,no,0,130,71,82,7,1
AZ,69,415,419-3937,no,yes,31,63,90,129,2,2
VA,113,408,348-4961,no,yes,34,63,82,118,3,1
PA,87,408,329-1410,no,yes,30,114,130,88,2,0
CO,71,415,332-9896,no,no,0,70,122,104,3,0
KY,76,415,407-8575,no,no,0,69,110,85,5,1
NJ,87,510,387-2799,no,no,0,109,86,83,4,3
IL,117,408,373-9108,no,no,0,82,108,97,3,1
WA,177,415,345-3947,no,no,0,91,79,58,8,3
WV,95,415,356-7511,no,no,0,104,95,80,3,1
RI,76,415,343-4516,no,no,0,78,83,92,3,1
OH,66,415,408-6305,no,no,0,103,77,138,2,2
MO,110,415,338-7305,no,no,0,124,141,102,7,1
MD,204,510,401-3077,no,no,0,145,95,77,5,3
OH,32,415,401-6977,no,yes,31,97,111,111,2,0
VA,133,408,385-1464,no,yes,39,107,77,85,3,5
FL,185,408,417-5034,no,no,0,97,83,110,3,2
CO,103,415,420-7066,no,yes,37,78,108,110,3,1
NY,91,510,394-8256,no,no,0,100,104,85,3,1
WV,131,415,362-5044,no,no,0,89,87,132,6,2
LA,153,510,350-2075,no,no,0,127,121,130,4,0
MA,132,415,343-5372,no,yes,25,96,107,87,7,2
UT,148,510,377-9520,no,no,0,92,125,131,9,1
AL,141,408,391-6773,no,no,0,90,80,104,3,5
ME,105,415,403-4442,no,no,0,102,134,111,2,2
TX,169,408,379-5885,no,no,0,105,88,111,3,3
ND,127,415,399-1021,no,yes,23,80,85,82,4,1
CO,57,415,342-4004,no,no,0,92,127,93,2,0
LA,123,415,382-7659,no,yes,33,87,59,99,7,0
MT,103,510,342-1004,no,yes,35,101,81,77,2,4
OR,101,415,398-5851,no,no,0,89,97,61,5,1
NH,123,415,396-4869,no,yes,22,105,86,82,12,2
NE,78,510,422-8333,no,yes,32,116,83,92,4,6
WV,101,415,367-9127,no,yes,28,96,72,111,6,4
NV,129,415,420-3028,no,no,0,98,101,123,6,1
MA,67,415,357-6348,no,yes,34,114,115,114,4,0
MI,37,415,386-1131,no,no,0,116,99,112,5,3
KY,64,415,349-8391,yes,no,0,83,91,69,3,3
WV,173,510,421-1484,no,no,0,103,111,106,7,1
KY,135,510,414-2663,no,no,0,115,68,82,3,1
NJ,75,415,327-6989,no,yes,42,93,108,91,8,1
ME,88,415,405-5513,no,no,0,112,70,75,3,4
TX,112,415,345-9168,no,no,0,112,104,97,5,3
MN,113,408,417-5146,no,no,0,137,109,97,4,0
VA,121,510,339-2792,no,yes,28,94,76,87,3,2
DC,70,415,345-8397,no,no,0,145,102,75,2,1
MD,90,415,344-6404,no,no,0,103,137,83,4,0
RI,39,408,417-9455,no,no,0,83,114,104,4,0
MA,142,408,343-1009,no,no,0,134,106,108,2,0
MD,176,408,365-3493,no,no,0,101,78,79,2,1
NM,105,408,376-7043,no,no,0,81,80,117,2,1
MN,57,415,348-5728,no,no,0,74,85,104,3,2
MI,110,510,357-5784,no,no,0,92,81,74,4,1
AZ,88,415,417-9844,no,no,0,81,90,107,5,2
AL,95,408,333-7225,no,no,0,119,70,120,6,0
MI,147,415,382-4943,no,no,0,83,144,72,3,3
SC,101,415,345-4589,no,no,0,92,117,125,4,4
MS,115,415,404-6337,no,no,0,111,98,92,2,1
MS,103,415,412-1470,no,no,0,103,89,126,2,2
CA,82,415,394-9220,no,no,0,112,120,117,10,0
MD,141,415,364-5362,no,no,0,126,98,106,7,0
ND,149,408,372-9852,no,no,0,80,127,102,2,2
IL,131,510,394-9984,no,no,0,123,74,101,2,2
SD,119,510,402-1668,no,no,0,108,100,79,3,1
AL,112,510,339-5659,no,no,0,83,89,116,8,3
NV,116,510,341-7279,no,yes,35,103,106,102,2,2
LA,94,415,371-3236,no,no,0,98,89,95,5,3
VA,90,408,343-5679,no,no,0,93,103,124,6,2
DE,114,415,347-4626,no,yes,31,98,105,101,4,0
CT,63,408,344-8498,no,yes,25,137,76,110,2,1
CO,130,408,349-3005,no,no,0,129,128,91,2,4
MA,122,408,371-3498,no,yes,29,83,93,95,6,3
OR,166,510,367-4853,no,no,0,93,99,110,5,3
WA,62,415,422-3454,no,no,0,98,95,122,4,0
SC,78,415,403-8915,no,yes,21,85,79,92,1,2
IN,148,415,371-2418,no,yes,26,91,127,88,3,1
MD,154,510,411-2977,no,no,0,122,71,105,2,3
NV,110,408,389-8163,no,yes,34,114,114,102,12,1
TX,75,415,417-4456,no,no,0,106,115,116,5,0
ND,84,408,351-1894,no,yes,38,106,106,87,5,2
WV,113,510,386-6408,no,no,0,88,112,118,3,1
CO,181,510,370-9592,no,yes,40,61,79,97,3,2
TX,51,415,397-9251,no,no,0,88,102,97,3,2
FL,102,408,395-6913,no,yes,29,86,109,110,2,0
AL,107,408,332-3804,no,no,0,95,85,87,3,1
WV,88,510,421-1326,no,no,0,99,128,83,2,5
MI,82,415,415-8200,no,no,0,102,122,91,4,0
NY,204,415,371-9414,no,no,0,85,95,96,3,6
MS,130,510,347-3895,no,no,0,63,93,125,4,3
MO,174,510,342-5854,no,no,0,108,143,131,5,0
AR,129,415,379-7192,no,no,0,113,97,126,2,2
MS,190,415,394-5753,yes,no,0,55,124,81,7,3
NY,54,510,390-6932,yes,no,0,91,130,98,8,3
SD,78,408,394-3171,no,no,0,88,93,108,9,0
AK,100,415,394-5202,no,yes,29,127,82,100,3,1
WV,70,510,348-3777,no,yes,30,72,92,68,4,3
SC,111,510,407-3949,no,no,0,119,94,94,4,1
VA,117,408,363-4779,no,no,0,98,131,111,3,1
MS,68,415,340-2239,no,no,0,93,80,85,2,0
SD,27,510,359-3423,no,no,0,95,109,119,3,2
MN,91,415,382-9297,no,no,0,61,96,92,2,1
AL,181,415,330-9294,no,yes,27,93,127,82,4,1
CO,118,415,362-8763,no,yes,36,106,115,63,5,3
ME,112,415,403-4816,no,no,0,114,119,78,11,2
GA,93,415,371-2155,no,no,0,121,131,125,4,0
AZ,102,408,334-1339,no,no,0,94,100,120,10,0
MA,93,415,341-7412,no,no,0,131,108,66,2,0
AZ,107,415,375-4770,no,yes,32,101,145,138,5,1
IN,100,415,406-7643,no,yes,32,123,101,106,9,3
DE,115,415,415-8164,no,no,0,111,108,113,1,2
WI,63,510,354-3545,no,yes,13,61,88,68,2,0
ME,57,415,377-3139,no,no,0,101,65,137,1,0
DC,119,408,418-7478,no,yes,26,100,121,108,5,1
GA,73,408,385-6952,no,no,0,92,87,106,4,1
HI,98,408,381-8593,no,yes,30,71,108,88,8,2
VA,139,415,365-9371,yes,no,0,121,137,96,13,0
NY,31,408,401-7335,no,yes,28,116,125,80,7,1
PA,129,510,364-5126,no,yes,32,99,89,96,5,1
AR,115,415,385-7157,no,no,0,89,95,75,3,7
HI,108,415,385-4766,no,no,0,99,93,110,9,2
DE,139,408,390-1760,no,no,0,110,93,120,1,0
WV,102,408,365-8831,no,no,0,125,99,88,1,4
OK,149,408,353-4002,no,no,0,83,81,79,1,1
OR,113,415,367-5923,no,no,0,143,93,86,7,2
ND,131,408,393-9548,no,yes,33,100,85,124,5,1
MO,83,408,362-2356,no,no,0,101,92,150,10,0
AR,96,415,365-2341,no,yes,21,95,150,72,6,2
GA,98,408,388-8797,no,no,0,77,155,105,7,1
TN,3,415,400-4713,no,no,0,120,129,89,3,3
MA,77,408,420-3042,no,yes,17,84,102,97,5,0
ND,75,408,396-4171,no,yes,24,119,108,106,2,3
IA,40,510,389-8417,no,no,0,115,123,115,3,4
NJ,108,415,339-4068,no,no,0,102,127,104,6,0
MT,100,415,341-4873,no,no,0,96,89,93,2,4
AL,16,415,336-2322,no,no,0,100,138,78,11,3
NY,115,510,402-1607,no,yes,16,110,111,113,4,2
PA,108,510,379-3037,no,yes,25,88,113,99,1,3
VT,107,510,382-1399,no,no,0,76,65,91,3,5
NC,161,415,394-5489,no,no,0,100,135,104,5,2
CT,147,415,387-6065,no,no,0,74,78,126,4,2
MO,107,415,327-6087,no,no,0,94,111,97,5,3
WV,120,510,341-8667,no,no,0,123,105,93,3,1
NJ,107,408,338-9612,no,yes,36,83,91,121,2,1
AK,58,510,364-1134,no,no,0,96,107,106,5,3
LA,91,408,413-4811,no,no,0,121,87,80,3,2
AL,13,415,354-4333,no,no,0,139,88,123,5,2
IN,104,408,382-2026,no,no,0,127,79,77,6,5
MA,93,415,368-3287,no,yes,31,85,100,87,4,1
DE,95,510,367-8298,no,no,0,95,101,113,4,2
SC,104,415,391-1783,no,no,0,141,140,100,4,3
NH,35,408,393-8762,no,no,0,115,82,118,2,5
LA,62,415,385-1423,no,no,0,94,92,98,4,3
MS,143,510,406-7670,no,no,0,112,92,91,5,1
NM,62,415,339-5423,no,no,0,91,130,102,4,4
WA,60,415,366-8939,yes,no,0,97,117,139,2,0
SC,41,510,353-2391,no,no,0,138,83,105,4,1
MT,34,415,372-4203,no,yes,14,100,126,120,5,2
ME,56,408,385-5688,no,no,0,112,122,85,5,0
NM,183,415,397-7453,no,no,0,100,78,107,4,1
AZ,94,415,366-9015,no,no,0,111,67,89,4,2
CT,73,415,356-1654,no,yes,47,117,114,94,3,2
IL,123,408,337-3932,no,no,0,94,104,119,4,2
IN,64,408,350-1126,no,no,0,97,97,89,1,3
AR,127,415,416-3649,yes,no,0,60,159,122,4,4
RI,33,415,349-1726,no,no,0,111,110,100,5,3
ND,27,415,405-1589,no,no,0,67,115,109,6,1
NH,123,408,366-7560,no,no,0,99,80,75,5,0
NV,148,510,333-9643,no,no,0,95,105,143,5,2
UT,81,415,355-6422,no,no,0,121,105,123,3,0
NC,122,510,329-5400,no,yes,30,108,76,85,3,2
MI,52,415,383-6356,no,no,0,97,128,118,5,1
WI,91,408,377-7276,no,yes,44,101,98,95,3,1
AR,54,415,337-1586,no,no,0,85,93,132,2,2
NH,152,510,336-9273,no,no,0,93,106,107,2,1
TX,201,415,415-5476,no,no,0,110,86,81,4,1
ID,78,415,332-2650,no,no,0,115,102,94,3,4
CT,67,415,418-8257,no,no,0,70,143,91,6,0
NH,100,408,407-3121,no,no,0,125,102,97,6,1
WY,41,510,381-2413,no,no,0,67,74,156,5,3
OR,133,415,378-1144,no,no,0,71,131,132,4,3
SC,36,408,359-5091,no,yes,43,123,117,105,6,2
MD,51,510,378-6986,no,yes,28,121,99,88,3,0
NY,122,415,386-6580,no,no,0,128,70,75,4,0
NM,84,408,419-9713,no,yes,41,102,117,101,5,1
LA,91,415,382-6153,no,no,0,128,103,63,5,0
UT,110,408,332-1690,no,no,0,102,118,74,4,1
AL,91,408,348-9383,yes,no,0,115,116,86,4,1
DE,121,408,420-3857,no,no,0,74,98,103,4,5
WV,109,415,405-2653,no,no,0,100,103,105,8,3
KY,95,510,417-9278,no,no,0,116,77,111,4,2
NC,72,415,352-5663,no,no,0,88,129,118,3,0
WV,73,415,370-8786,no,no,0,130,83,136,3,0
AZ,108,415,415-6333,no,no,0,126,85,98,6,3
WV,58,408,391-6558,no,yes,39,40,76,139,4,1
ND,148,415,396-4234,yes,no,0,111,133,62,5,1
WA,76,510,345-6961,yes,no,0,110,63,123,5,0
ID,103,415,346-5992,no,no,0,151,56,109,3,6
CT,87,415,402-3908,no,no,0,83,106,84,2,0
OK,35,510,350-2340,no,yes,37,76,98,136,3,2
IA,88,415,410-2015,no,no,0,67,127,142,3,1
NE,67,415,380-3311,no,yes,41,86,93,108,1,0
ID,77,510,399-7029,no,yes,29,89,97,106,9,2
OR,124,510,337-3868,no,no,0,108,91,82,3,1
SD,30,415,354-8088,no,no,0,107,76,90,2,0
DE,53,415,416-9723,no,yes,32,63,125,105,2,2
WA,152,510,337-4403,no,no,0,84,88,121,5,1
CT,100,510,416-1536,yes,no,0,98,122,117,4,1
MN,59,408,386-3796,no,yes,32,120,136,95,5,1
WA,143,510,340-4989,no,no,0,120,104,85,4,3
PA,142,510,340-6221,no,yes,40,101,88,92,3,1
ID,105,408,363-3469,no,no,0,96,117,101,9,1
MS,111,408,345-3787,no,no,0,90,72,121,3,1
WA,143,510,362-3107,no,no,0,107,117,85,13,1
DC,93,408,345-1994,no,yes,22,123,83,107,2,0
KY,79,415,377-5417,no,no,0,135,87,112,5,2
OH,68,415,369-8574,yes,yes,24,92,98,108,6,3
TN,93,510,344-6847,yes,no,0,114,127,48,3,1
ID,103,415,391-7528,no,no,0,134,112,164,6,2
WV,144,510,393-6053,no,yes,38,86,123,122,4,0
WI,93,415,392-6286,no,no,0,141,107,111,7,1
OK,149,510,365-9079,yes,no,0,79,83,109,9,3
WV,23,510,399-3089,no,yes,31,84,96,107,6,1
SD,221,510,365-2192,no,yes,24,85,92,103,3,0
KS,164,510,394-3051,no,yes,30,100,121,66,8,1
NC,104,415,357-2429,no,yes,18,66,65,108,9,2
NY,150,415,421-6268,no,yes,35,72,170,105,2,2
WI,184,408,401-5915,no,yes,12,76,105,93,5,0
SC,88,408,348-6057,no,no,0,94,118,99,6,1
UT,61,415,349-3843,yes,yes,29,119,83,114,6,3
NC,110,408,396-5561,no,no,0,145,101,96,2,2
IN,115,415,370-9622,no,no,0,101,60,82,4,3
AR,33,408,371-9602,no,no,0,81,96,87,3,2
ME,100,510,351-2815,no,no,0,117,111,111,4,2
NY,209,415,369-8703,no,no,0,105,87,95,2,0
OR,27,510,355-2840,no,no,0,81,101,87,6,5
IL,117,415,372-1115,no,no,0,86,96,98,10,1
MA,87,408,337-2986,no,no,0,79,105,90,14,1
CT,129,510,404-3238,no,yes,27,89,95,83,5,1
WI,142,510,397-4968,no,no,0,102,110,120,3,1
OK,112,415,327-1058,no,no,0,79,100,74,7,0
DE,75,510,419-9509,no,yes,28,96,111,153,5,1
AZ,97,408,349-7282,no,yes,25,101,85,138,2,3
AK,121,408,382-5743,no,yes,34,95,66,125,8,0
MI,142,415,358-2694,yes,no,0,140,119,88,7,1
WA,121,510,378-1884,no,no,0,93,97,118,3,3
SD,87,415,330-1627,no,yes,33,99,81,95,7,2
SD,34,408,392-5716,no,no,0,65,99,105,3,1
AK,177,415,384-6132,yes,no,0,118,73,87,2,1
MA,58,415,359-2740,no,yes,30,111,109,118,2,0
AR,113,415,338-6714,yes,no,0,112,94,106,9,5
KS,101,415,347-9968,no,no,0,87,88,69,7,1
OR,89,415,343-3399,no,no,0,101,94,85,2,3
NC,77,408,334-6129,yes,yes,44,117,86,101,2,0
OK,146,510,377-4975,no,no,0,104,122,73,9,4
NJ,93,415,405-3533,no,no,0,85,95,82,3,0
OH,160,415,337-9326,no,no,0,66,109,102,6,0
NM,55,415,338-6556,no,no,0,103,114,74,4,0
OH,88,408,354-3040,no,no,0,105,121,123,4,2
MI,63,510,396-1278,no,no,0,87,87,93,3,0
KS,127,415,354-6810,no,yes,24,69,105,102,4,1
IL,57,415,403-6237,no,yes,30,105,83,77,5,1
RI,138,510,411-6823,yes,no,0,61,60,114,4,2
AR,115,408,338-1400,no,no,0,115,106,65,1,3
NY,171,415,412-6245,no,no,0,110,109,131,5,2
WY,148,408,377-3417,no,no,0,115,91,93,5,2
NC,127,510,343-2597,no,no,0,79,114,118,2,1
OR,61,415,388-8282,no,no,0,76,108,122,2,1
VT,131,415,416-8394,no,no,0,73,116,94,6,1
SD,88,408,343-6643,no,no,0,107,84,99,5,1
DC,130,510,330-4364,no,no,0,81,110,103,1,2
RI,89,415,414-1537,no,yes,24,98,67,126,2,0
ID,82,415,408-1913,no,no,0,83,74,99,6,3
OK,138,510,406-5532,no,yes,33,139,79,71,4,3
MN,115,415,417-7722,no,no,0,92,107,96,3,1
WA,84,415,367-5226,no,no,0,100,97,148,2,2
WV,117,510,344-5766,yes,no,0,121,104,115,5,1
NH,60,415,405-1370,no,no,0,67,68,101,6,2
WI,62,415,368-9073,no,no,0,84,99,79,1,2
MD,133,510,373-7974,no,no,0,141,101,109,4,2
IN,131,408,371-4633,no,no,0,108,91,109,8,3
IN,65,408,336-4960,no,no,0,109,117,111,5,1
NY,120,510,405-5083,no,yes,27,115,91,121,0,1
OR,142,510,392-1105,no,yes,22,114,106,98,2,1
OK,134,415,378-2397,no,no,0,115,96,125,9,2
WI,87,415,331-4184,no,no,0,97,97,132,6,2
NJ,139,415,376-2408,no,yes,43,85,82,105,5,2
AR,76,408,345-3614,no,no,0,140,133,116,3,4
UT,100,408,370-9296,no,no,0,122,92,92,8,1
DC,99,415,402-5076,no,yes,31,71,58,115,4,3
AK,99,510,401-7334,no,no,0,96,130,117,4,3
AZ,48,415,409-3428,no,yes,27,109,94,122,2,1
KS,57,415,362-2067,no,no,0,117,149,92,7,0
OH,106,415,352-2270,no,yes,30,105,109,96,8,0
KS,170,415,404-5840,no,yes,42,119,90,49,3,4
SC,78,415,360-3126,no,no,0,105,90,113,9,1
TN,39,408,364-8731,no,no,0,110,116,83,5,1
CA,127,510,388-4331,no,no,0,128,77,95,0,0
MI,119,510,335-7324,yes,yes,22,119,133,94,20,1
IN,114,408,362-8886,no,no,0,85,110,122,4,1
RI,95,408,410-4882,no,no,0,133,98,87,4,0
MO,116,408,371-1139,no,no,0,106,137,92,3,1
TN,110,415,391-5516,no,no,0,88,96,57,5,1
CT,74,510,380-3186,no,no,0,77,111,109,2,1
ME,148,408,347-9995,no,yes,33,84,84,80,3,1
MD,83,510,340-9013,no,no,0,70,115,112,4,1
NC,73,408,362-8378,no,no,0,95,143,113,4,2
SC,111,415,418-8969,no,yes,21,94,116,108,3,1
CA,84,415,417-1488,no,no,0,113,90,103,4,0
LA,75,510,358-9898,yes,no,0,78,99,100,3,1
WI,114,415,373-7308,no,yes,26,88,125,94,7,2
IL,71,510,330-7137,yes,no,0,114,140,80,5,4
IN,58,415,406-8445,no,yes,22,127,85,86,7,2
AL,106,408,404-5283,no,yes,29,131,131,73,3,1
OK,172,408,398-3632,no,no,0,109,123,65,4,4
IA,45,415,399-5763,no,no,0,87,97,72,6,1
VT,100,408,340-9449,yes,no,0,112,102,95,4,4
NY,94,415,363-1123,no,no,0,91,107,108,17,2
LA,128,415,361-2170,no,no,0,94,83,124,5,2
SC,181,408,406-6304,no,no,0,130,93,110,4,2
ID,127,408,392-5090,no,no,0,128,95,97,5,1
MO,89,415,373-7713,no,no,0,81,74,120,4,1
ME,149,415,392-1376,no,yes,18,106,106,98,4,0
MS,103,510,390-6388,no,yes,29,111,96,108,9,0
SD,163,415,379-7290,yes,no,0,90,113,94,8,1
OK,52,415,397-9928,no,no,0,131,118,106,4,2
WY,89,415,378-6924,no,no,0,99,115,112,6,3
GA,122,510,411-5677,yes,no,0,101,77,133,4,4
VT,60,415,400-2738,no,no,0,118,110,134,8,3
MD,62,408,409-1856,no,no,0,105,122,72,2,4
IN,117,415,362-5899,no,no,0,126,97,56,3,5
WV,159,415,377-1164,no,no,0,114,105,82,4,1
OH,78,408,368-8555,no,no,0,99,88,109,4,2
OH,96,415,347-6812,no,no,0,128,87,92,7,1
SC,79,415,348-3830,no,no,0,98,68,128,5,2
AZ,192,415,414-4276,no,yes,36,77,126,83,6,2
WV,68,415,370-3271,no,no,0,57,55,123,4,3
RI,28,510,328-8230,no,no,0,109,58,91,6,2
CT,184,510,364-6381,yes,no,0,105,84,137,10,2
TN,74,415,400-4344,no,yes,25,113,82,77,4,0
